cohort,anchor,actual_next_prime,actual_delta,phase_a_candidate_1,phase_a_candidate_2,phase_a_candidate_3,phase_a_rank_of_prime,phase_a_top1_hit,phase_a_top2_hit,phase_a_top3_hit,p29_candidate_1,p29_candidate_2,p29_candidate_3,odd_candidate_1,odd_candidate_2,odd_candidate_3,p29_top1_hit,p29_top2_hit,p29_top3_hit,odd_top1_hit,odd_top2_hit,odd_top3_hit,cross_rung_frame,phase_a_child_count,phase_b_child_count,teara_phase_a,teara_phase_b
low,71438432,71438531,99,71438531,71438533,71438561,1,1,1,1,71438441,71438443,71438447,71438433,71438435,71438437,0,0,0,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71438722,71438729,7,71438729,71438761,71438771,1,1,1,1,71438723,71438729,71438737,71438723,71438725,71438727,0,1,1,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71439485,71439493,8,71439493,71439503,71439517,1,1,1,1,71439493,71439497,71439503,71439487,71439489,71439491,1,1,1,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71439847,71439857,10,71439857,71439877,71439881,1,1,1,1,71439853,71439857,71439859,71439849,71439851,71439853,0,1,1,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71440218,71440223,5,71440223,71440249,71440261,1,1,1,1,71440219,71440223,71440241,71440219,71440221,71440223,0,1,1,0,0,1,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71440256,71440261,5,71440261,71440279,71440283,1,1,1,1,71440261,71440267,71440279,71440257,71440259,71440261,1,1,1,0,0,1,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71440323,71440331,8,71440331,71440339,71440349,1,1,1,1,71440331,71440333,71440337,71440325,71440327,71440329,1,1,1,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71440635,71440637,2,71440637,71440643,71440657,1,1,1,1,71440637,71440639,71440643,71440637,71440639,71440641,1,1,1,1,1,1,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71441037,71441039,2,71441039,71441047,71441077,1,1,1,1,71441039,71441047,71441053,71441039,71441041,71441043,1,1,1,1,1,1,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71441070,71441077,7,71441077,71441113,71441129,1,1,1,1,71441077,71441081,71441087,71441071,71441073,71441075,1,1,1,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71442397,71442403,6,71442403,71442419,71442431,1,1,1,1,71442401,71442403,71442407,71442399,71442401,71442403,0,1,1,0,0,1,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71442423,71442431,8,71442431,71442461,71442467,1,1,1,1,71442431,71442433,71442443,71442425,71442427,71442429,1,1,1,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71442428,71442431,3,71442431,71442461,71442467,1,1,1,1,71442431,71442433,71442443,71442429,71442431,71442433,1,1,1,0,1,1,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71443053,71443079,26,71443079,71443091,71443093,1,1,1,1,71443063,71443067,71443069,71443055,71443057,71443059,0,0,0,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71444211,71444227,16,71444227,71444239,71444273,1,1,1,1,71444213,71444221,71444227,71444213,71444215,71444217,0,0,1,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71444474,71444479,5,71444479,71444497,71444533,1,1,1,1,71444479,71444491,71444497,71444475,71444477,71444479,1,1,1,0,0,1,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71444629,71444641,12,71444641,71444663,71444683,1,1,1,1,71444641,71444651,71444657,71444631,71444633,71444635,1,1,1,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71444992,71445037,45,71445037,71445043,71445071,1,1,1,1,71444993,71445001,71445007,71444993,71444995,71444997,0,0,0,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71445412,71445443,31,71445419,71445443,71445469,2,0,1,1,71445419,71445421,71445427,71445413,71445415,71445417,0,0,0,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71445703,71445727,24,71445727,71445767,71445799,1,1,1,1,71445707,71445709,71445721,71445705,71445707,71445709,0,0,0,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71445845,71445859,14,71445859,71445893,71445923,1,1,1,1,71445851,71445853,71445859,71445847,71445849,71445851,0,0,1,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71446143,71446159,16,71446153,71446159,71446181,2,0,1,1,71446147,71446153,71446157,71446145,71446147,71446149,0,0,0,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71446672,71446709,37,71446709,71446729,71446759,1,1,1,1,71446673,71446679,71446681,71446673,71446675,71446677,0,0,0,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71446880,71446891,11,71446891,71446927,71446939,1,1,1,1,71446883,71446889,71446891,71446881,71446883,71446885,0,0,1,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71447068,71447069,1,71447069,71447081,71447093,1,1,1,1,71447069,71447071,71447081,71447069,71447071,71447073,1,1,1,1,1,1,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71447317,71447323,6,71447323,71447347,71447351,1,1,1,1,71447323,71447333,71447339,71447319,71447321,71447323,1,1,1,0,0,1,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71447552,71447557,5,71447557,71447573,71447609,1,1,1,1,71447557,71447567,71447569,71447553,71447555,71447557,1,1,1,0,0,1,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71447559,71447573,14,71447573,71447609,71447611,1,1,1,1,71447567,71447569,71447573,71447561,71447563,71447565,0,0,1,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71447597,71447609,12,71447609,71447611,71447633,1,1,1,1,71447599,71447603,71447609,71447599,71447601,71447603,0,0,1,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71447938,71447989,51,71447989,71447993,71448001,1,1,1,1,71447939,71447941,71447947,71447939,71447941,71447943,0,0,0,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71448398,71448427,29,71448427,71448437,71448449,1,1,1,1,71448401,71448407,71448409,71448399,71448401,71448403,0,0,0,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71448814,71448851,37,71448851,71448859,71448869,1,1,1,1,71448821,71448823,71448827,71448815,71448817,71448819,0,0,0,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71448871,71448877,6,71448877,71448889,71448901,1,1,1,1,71448877,71448887,71448889,71448873,71448875,71448877,1,1,1,0,0,1,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71449368,71449379,11,71449379,71449381,71449393,1,1,1,1,71449369,71449373,71449379,71449369,71449371,71449373,0,0,1,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71449828,71449837,9,71449837,71449841,71449843,1,1,1,1,71449831,71449837,71449841,71449829,71449831,71449833,0,1,1,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71450001,71450033,32,71450033,71450039,71450053,1,1,1,1,71450003,71450009,71450011,71450003,71450005,71450007,0,0,0,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71450043,71450053,10,71450053,71450063,71450077,1,1,1,1,71450047,71450053,71450059,71450045,71450047,71450049,0,1,1,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71450605,71450611,6,71450611,71450683,71450689,1,1,1,1,71450611,71450623,71450629,71450607,71450609,71450611,1,1,1,0,0,1,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71450614,71450683,69,71450683,71450689,71450759,1,1,1,1,71450623,71450629,71450633,71450615,71450617,71450619,0,0,0,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71451015,71451053,38,71451031,71451053,71451059,2,0,1,1,71451019,71451031,71451043,71451017,71451019,71451021,0,0,0,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71451068,71451097,29,71451091,71451097,71451101,2,0,1,1,71451071,71451073,71451089,71451069,71451071,71451073,0,0,0,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71451183,71451197,14,71451197,71451209,71451217,1,1,1,1,71451197,71451199,71451203,71451185,71451187,71451189,1,1,1,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71451293,71451299,6,71451299,71451307,71451349,1,1,1,1,71451299,71451301,71451307,71451295,71451297,71451299,1,1,1,0,0,1,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71451416,71451427,11,71451427,71451431,71451437,1,1,1,1,71451421,71451427,71451431,71451417,71451419,71451421,0,1,1,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71451756,71451803,47,71451803,71451827,71451829,1,1,1,1,71451763,71451767,71451769,71451757,71451759,71451761,0,0,0,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71451947,71451979,32,71451979,71451983,71451997,1,1,1,1,71451949,71451953,71451959,71451949,71451951,71451953,0,0,0,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71452077,71452093,16,71452093,71452133,71452151,1,1,1,1,71452079,71452081,71452091,71452079,71452081,71452083,0,0,0,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71452369,71452373,4,71452373,71452379,71452387,1,1,1,1,71452373,71452379,71452387,71452371,71452373,71452375,1,1,1,0,1,1,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71452438,71452441,3,71452441,71452471,71452477,1,1,1,1,71452439,71452441,71452453,71452439,71452441,71452443,0,1,1,0,1,1,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71452521,71452523,2,71452523,71452529,71452531,1,1,1,1,71452523,71452529,71452531,71452523,71452525,71452527,1,1,1,1,1,1,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71452638,71452657,19,71452657,71452663,71452669,1,1,1,1,71452639,71452643,71452657,71452639,71452641,71452643,0,0,1,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71452774,71452807,33,71452807,71452813,71452817,1,1,1,1,71452783,71452793,71452807,71452775,71452777,71452779,0,0,1,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71453002,71453003,1,71453003,71453059,71453087,1,1,1,1,71453003,71453009,71453017,71453003,71453005,71453007,1,1,1,1,1,1,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71453183,71453191,8,71453191,71453197,71453231,1,1,1,1,71453189,71453191,71453197,71453185,71453187,71453189,0,1,1,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71453346,71453377,31,71453377,71453429,71453449,1,1,1,1,71453351,71453353,71453359,71453347,71453349,71453351,0,0,0,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71453542,71453563,21,71453563,71453579,71453581,1,1,1,1,71453549,71453561,71453563,71453543,71453545,71453547,0,0,1,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71453924,71453947,23,71453947,71453951,71453957,1,1,1,1,71453929,71453933,71453947,71453925,71453927,71453929,0,0,1,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71454044,71454107,63,71454083,71454107,71454109,2,0,1,1,71454049,71454059,71454067,71454045,71454047,71454049,0,0,0,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71454133,71454139,6,71454139,71454143,71454151,1,1,1,1,71454137,71454139,71454143,71454135,71454137,71454139,0,1,1,0,0,1,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71454422,71454503,81,71454503,71454527,71454529,1,1,1,1,71454431,71454433,71454437,71454423,71454425,71454427,0,0,0,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71454584,71454599,15,71454599,71454601,71454619,1,1,1,1,71454589,71454599,71454601,71454585,71454587,71454589,0,1,1,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71454626,71454667,41,71454667,71454697,71454703,1,1,1,1,71454631,71454641,71454653,71454627,71454629,71454631,0,0,0,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71454933,71454937,4,71454937,71454941,71454967,1,1,1,1,71454937,71454941,71454947,71454935,71454937,71454939,1,1,1,0,1,1,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71454994,71455019,25,71455019,71455051,71455057,1,1,1,1,71455001,71455003,71455009,71454995,71454997,71454999,0,0,0,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71455447,71455453,6,71455453,71455469,71455477,1,1,1,1,71455451,71455453,71455459,71455449,71455451,71455453,0,1,1,0,0,1,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71455710,71455711,1,71455711,71455717,71455759,1,1,1,1,71455711,71455717,71455721,71455711,71455713,71455715,1,1,1,1,1,1,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71455890,71455919,29,71455919,71455957,71455973,1,1,1,1,71455897,71455907,71455919,71455891,71455893,71455895,0,0,1,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71455948,71455957,9,71455957,71455973,71455997,1,1,1,1,71455949,71455957,71455961,71455949,71455951,71455953,0,1,1,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71455979,71455997,18,71455997,71455999,71456003,1,1,1,1,71455987,71455991,71455997,71455981,71455983,71455985,0,0,1,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71456982,71456989,7,71456989,71456993,71457007,1,1,1,1,71456989,71456993,71456999,71456983,71456985,71456987,1,1,1,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71458240,71458243,3,71458243,71458249,71458271,1,1,1,1,71458241,71458243,71458249,71458241,71458243,71458245,0,1,1,0,1,1,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71458614,71458637,23,71458637,71458643,71458663,1,1,1,1,71458619,71458627,71458637,71458615,71458617,71458619,0,0,1,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71459021,71459033,12,71459033,71459039,71459071,1,1,1,1,71459023,71459027,71459029,71459023,71459025,71459027,0,0,0,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71459165,71459203,38,71459191,71459203,71459233,2,0,1,1,71459173,71459189,71459191,71459167,71459169,71459171,0,0,0,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
