cohort,anchor,actual_next_prime,actual_delta,phase_a_candidate_1,phase_a_candidate_2,phase_a_candidate_3,phase_a_rank_of_prime,phase_a_top1_hit,phase_a_top2_hit,phase_a_top3_hit,p29_candidate_1,p29_candidate_2,p29_candidate_3,odd_candidate_1,odd_candidate_2,odd_candidate_3,p29_top1_hit,p29_top2_hit,p29_top3_hit,odd_top1_hit,odd_top2_hit,odd_top3_hit,cross_rung_frame,phase_a_child_count,phase_b_child_count,teara_phase_a,teara_phase_b
middle,71000263233,71000263247,14,71000263247,71000263283,71000263291,1,1,1,1,71000263237,71000263247,71000263249,71000263235,71000263237,71000263239,0,1,1,0,0,0,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000263263,71000263283,20,71000263283,71000263291,71000263303,1,1,1,1,71000263267,71000263273,71000263277,71000263265,71000263267,71000263269,0,0,0,0,0,0,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000263300,71000263303,3,71000263303,71000263319,71000263361,1,1,1,1,71000263303,71000263307,71000263319,71000263301,71000263303,71000263305,1,1,1,0,1,1,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000263903,71000263949,46,71000263937,71000263949,71000263951,2,0,1,1,71000263907,71000263909,71000263913,71000263905,71000263907,71000263909,0,0,0,0,0,0,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000263984,71000263991,7,71000263991,71000263993,71000264053,1,1,1,1,71000263987,71000263991,71000263993,71000263985,71000263987,71000263989,0,1,1,0,0,0,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000264433,71000264471,38,71000264471,71000264473,71000264537,1,1,1,1,71000264441,71000264443,71000264453,71000264435,71000264437,71000264439,0,0,0,0,0,0,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000264693,71000264707,14,71000264707,71000264711,71000264719,1,1,1,1,71000264701,71000264707,71000264711,71000264695,71000264697,71000264699,0,1,1,0,0,0,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000264733,71000264827,94,71000264767,71000264827,71000264833,2,0,1,1,71000264743,71000264747,71000264749,71000264735,71000264737,71000264739,0,0,0,0,0,0,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000264800,71000264827,27,71000264827,71000264833,71000264843,1,1,1,1,71000264801,71000264807,71000264809,71000264801,71000264803,71000264805,0,0,0,0,0,0,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000264825,71000264827,2,71000264827,71000264833,71000264843,1,1,1,1,71000264827,71000264831,71000264833,71000264827,71000264829,71000264831,1,1,1,1,1,1,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000265050,71000265059,9,71000265059,71000265073,71000265109,1,1,1,1,71000265053,71000265059,71000265067,71000265051,71000265053,71000265055,0,1,1,0,0,0,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000265054,71000265059,5,71000265059,71000265073,71000265109,1,1,1,1,71000265059,71000265067,71000265071,71000265055,71000265057,71000265059,1,1,1,0,0,1,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000265280,71000265283,3,71000265283,71000265299,71000265337,1,1,1,1,71000265283,71000265289,71000265293,71000265281,71000265283,71000265285,1,1,1,0,1,1,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000265344,71000265353,9,71000265353,71000265379,71000265407,1,1,1,1,71000265353,71000265359,71000265361,71000265345,71000265347,71000265349,1,1,1,0,0,0,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000265576,71000265593,17,71000265593,71000265613,71000265617,1,1,1,1,71000265593,71000265599,71000265601,71000265577,71000265579,71000265581,1,1,1,0,0,0,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000265868,71000265911,43,71000265911,71000265949,71000265967,1,1,1,1,71000265871,71000265877,71000265883,71000265869,71000265871,71000265873,0,0,0,0,0,0,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000266065,71000266079,14,71000266079,71000266081,71000266091,1,1,1,1,71000266067,71000266069,71000266079,71000266067,71000266069,71000266071,0,0,1,0,0,0,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000266177,71000266241,64,71000266241,71000266243,71000266273,1,1,1,1,71000266187,71000266193,71000266201,71000266179,71000266181,71000266183,0,0,0,0,0,0,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000266279,71000266291,12,71000266291,71000266331,71000266343,1,1,1,1,71000266283,71000266289,71000266291,71000266281,71000266283,71000266285,0,0,1,0,0,0,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000266434,71000266439,5,71000266439,71000266453,71000266483,1,1,1,1,71000266439,71000266453,71000266457,71000266435,71000266437,71000266439,1,1,1,0,0,1,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000267094,71000267101,7,71000267101,71000267111,71000267119,1,1,1,1,71000267099,71000267101,71000267111,71000267095,71000267097,71000267099,0,1,1,0,0,0,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000267865,71000267869,4,71000267869,71000267879,71000267969,1,1,1,1,71000267867,71000267869,71000267873,71000267867,71000267869,71000267871,0,1,1,0,1,1,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000267877,71000267879,2,71000267879,71000267969,71000267999,1,1,1,1,71000267879,71000267881,71000267893,71000267879,71000267881,71000267883,1,1,1,1,1,1,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000268129,71000268151,22,71000268151,71000268181,71000268193,1,1,1,1,71000268133,71000268139,71000268149,71000268131,71000268133,71000268135,0,0,0,0,0,0,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000268392,71000268407,15,71000268407,71000268457,71000268463,1,1,1,1,71000268397,71000268401,71000268403,71000268393,71000268395,71000268397,0,0,0,0,0,0,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000268426,71000268457,31,71000268457,71000268463,71000268487,1,1,1,1,71000268431,71000268433,71000268457,71000268427,71000268429,71000268431,0,0,1,0,0,0,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000268793,71000268797,4,71000268797,71000268811,71000268869,1,1,1,1,71000268797,71000268803,71000268809,71000268795,71000268797,71000268799,1,1,1,0,1,1,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000269134,71000269169,35,71000269159,71000269169,71000269177,2,0,1,1,71000269139,71000269141,71000269159,71000269135,71000269137,71000269139,0,0,0,0,0,0,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000269176,71000269177,1,71000269177,71000269181,71000269183,1,1,1,1,71000269177,71000269181,71000269183,71000269177,71000269179,71000269181,1,1,1,1,1,1,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000269263,71000269331,68,71000269331,71000269357,71000269381,1,1,1,1,71000269271,71000269273,71000269279,71000269265,71000269267,71000269269,0,0,0,0,0,0,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000269701,71000269783,82,71000269783,71000269793,71000269799,1,1,1,1,71000269709,71000269721,71000269723,71000269703,71000269705,71000269707,0,0,0,0,0,0,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000269902,71000269903,1,71000269903,71000269919,71000269943,1,1,1,1,71000269903,71000269913,71000269919,71000269903,71000269905,71000269907,1,1,1,1,1,1,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000269951,71000269961,10,71000269961,71000269993,71000269997,1,1,1,1,71000269961,71000269969,71000269979,71000269953,71000269955,71000269957,1,1,1,0,0,0,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000269997,71000269999,2,71000269999,71000270057,71000270069,1,1,1,1,71000269999,71000270009,71000270021,71000269999,71000270001,71000270003,1,1,1,1,1,1,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000270013,71000270057,44,71000270057,71000270069,71000270087,1,1,1,1,71000270021,71000270027,71000270039,71000270015,71000270017,71000270019,0,0,0,0,0,0,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000270599,71000270639,40,71000270639,71000270659,71000270681,1,1,1,1,71000270603,71000270609,71000270611,71000270601,71000270603,71000270605,0,0,0,0,0,0,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000270638,71000270639,1,71000270639,71000270659,71000270681,1,1,1,1,71000270639,71000270641,71000270651,71000270639,71000270641,71000270643,1,1,1,1,1,1,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000270671,71000270681,10,71000270681,71000270717,71000270743,1,1,1,1,71000270681,71000270683,71000270689,71000270673,71000270675,71000270677,1,1,1,0,0,0,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000270956,71000270963,7,71000270963,71000270977,71000270981,1,1,1,1,71000270963,71000270977,71000270981,71000270957,71000270959,71000270961,1,1,1,0,0,0,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000271122,71000271127,5,71000271127,71000271157,71000271169,1,1,1,1,71000271127,71000271131,71000271137,71000271123,71000271125,71000271127,1,1,1,0,0,1,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000271326,71000271437,111,71000271437,71000271443,71000271449,1,1,1,1,71000271341,71000271343,71000271347,71000271327,71000271329,71000271331,0,0,0,0,0,0,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000271959,71000271971,12,71000271971,71000272009,71000272039,1,1,1,1,71000271967,71000271971,71000271973,71000271961,71000271963,71000271965,0,1,1,0,0,0,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000272020,71000272039,19,71000272039,71000272069,71000272093,1,1,1,1,71000272033,71000272039,71000272043,71000272021,71000272023,71000272025,0,1,1,0,0,0,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000272141,71000272153,12,71000272153,71000272159,71000272169,1,1,1,1,71000272153,71000272157,71000272159,71000272143,71000272145,71000272147,1,1,1,0,0,0,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000272217,71000272247,30,71000272247,71000272271,71000272309,1,1,1,1,71000272219,71000272223,71000272229,71000272219,71000272221,71000272223,0,0,0,0,0,0,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000272521,71000272549,28,71000272549,71000272561,71000272571,1,1,1,1,71000272529,71000272537,71000272543,71000272523,71000272525,71000272527,0,0,0,0,0,0,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000273449,71000273479,30,71000273479,71000273483,71000273489,1,1,1,1,71000273459,71000273467,71000273471,71000273451,71000273453,71000273455,0,0,0,0,0,0,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000274045,71000274067,22,71000274067,71000274101,71000274109,1,1,1,1,71000274047,71000274049,71000274061,71000274047,71000274049,71000274051,0,0,0,0,0,0,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000274849,71000274859,10,71000274859,71000274893,71000274911,1,1,1,1,71000274853,71000274857,71000274859,71000274851,71000274853,71000274855,0,0,1,0,0,0,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000275110,71000275117,7,71000275117,71000275183,71000275187,1,1,1,1,71000275111,71000275117,71000275123,71000275111,71000275113,71000275115,0,1,1,0,0,0,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000275400,71000275403,3,71000275403,71000275429,71000275433,1,1,1,1,71000275403,71000275417,71000275421,71000275401,71000275403,71000275405,1,1,1,0,1,1,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000275451,71000275501,50,71000275501,71000275529,71000275537,1,1,1,1,71000275453,71000275459,71000275471,71000275453,71000275455,71000275457,0,0,0,0,0,0,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000275486,71000275501,15,71000275501,71000275529,71000275537,1,1,1,1,71000275487,71000275499,71000275501,71000275487,71000275489,71000275491,0,0,1,0,0,0,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000275612,71000275613,1,71000275613,71000275631,71000275657,1,1,1,1,71000275613,71000275627,71000275631,71000275613,71000275615,71000275617,1,1,1,1,1,1,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000275658,71000275699,41,71000275699,71000275733,71000275739,1,1,1,1,71000275663,71000275667,71000275669,71000275659,71000275661,71000275663,0,0,0,0,0,0,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000275857,71000275859,2,71000275859,71000275867,71000275897,1,1,1,1,71000275859,71000275861,71000275867,71000275859,71000275861,71000275863,1,1,1,1,1,1,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000276568,71000276573,5,71000276573,71000276639,71000276653,1,1,1,1,71000276573,71000276579,71000276587,71000276569,71000276571,71000276573,1,1,1,0,0,1,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000276579,71000276639,60,71000276639,71000276653,71000276657,1,1,1,1,71000276587,71000276591,71000276593,71000276581,71000276583,71000276585,0,0,0,0,0,0,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000276746,71000276759,13,71000276759,71000276783,71000276801,1,1,1,1,71000276747,71000276759,71000276761,71000276747,71000276749,71000276751,0,1,1,0,0,0,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000276752,71000276759,7,71000276759,71000276783,71000276801,1,1,1,1,71000276759,71000276761,71000276771,71000276753,71000276755,71000276757,1,1,1,0,0,0,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000276760,71000276783,23,71000276783,71000276801,71000276827,1,1,1,1,71000276761,71000276771,71000276777,71000276761,71000276763,71000276765,0,0,0,0,0,0,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000277094,71000277199,105,71000277199,71000277217,71000277221,1,1,1,1,71000277097,71000277107,71000277109,71000277095,71000277097,71000277099,0,0,0,0,0,0,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000277424,71000277473,49,71000277473,71000277479,71000277497,1,1,1,1,71000277427,71000277431,71000277437,71000277425,71000277427,71000277429,0,0,0,0,0,0,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000277425,71000277473,48,71000277473,71000277479,71000277497,1,1,1,1,71000277427,71000277431,71000277437,71000277427,71000277429,71000277431,0,0,0,0,0,0,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000277914,71000277923,9,71000277923,71000277937,71000277967,1,1,1,1,71000277917,71000277919,71000277923,71000277915,71000277917,71000277919,0,0,1,0,0,0,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000278031,71000278043,12,71000278043,71000278057,71000278061,1,1,1,1,71000278033,71000278039,71000278043,71000278033,71000278035,71000278037,0,0,1,0,0,0,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000278072,71000278073,1,71000278073,71000278109,71000278121,1,1,1,1,71000278073,71000278081,71000278087,71000278073,71000278075,71000278077,1,1,1,1,1,1,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000278168,71000278171,3,71000278171,71000278183,71000278187,1,1,1,1,71000278169,71000278171,71000278177,71000278169,71000278171,71000278173,0,1,1,0,1,1,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000278447,71000278493,46,71000278493,71000278501,71000278549,1,1,1,1,71000278451,71000278457,71000278463,71000278449,71000278451,71000278453,0,0,0,0,0,0,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000278707,71000278721,14,71000278721,71000278771,71000278777,1,1,1,1,71000278709,71000278721,71000278729,71000278709,71000278711,71000278713,0,1,1,0,0,0,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000278805,71000278819,14,71000278819,71000278823,71000278837,1,1,1,1,71000278807,71000278819,71000278823,71000278807,71000278809,71000278811,0,1,1,0,0,0,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000278815,71000278819,4,71000278819,71000278823,71000278837,1,1,1,1,71000278819,71000278823,71000278829,71000278817,71000278819,71000278821,1,1,1,0,1,1,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000278964,71000279033,69,71000279033,71000279039,71000279041,1,1,1,1,71000278967,71000278969,71000278981,71000278965,71000278967,71000278969,0,0,0,0,0,0,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000279170,71000279171,1,71000279171,71000279227,71000279299,1,1,1,1,71000279171,71000279173,71000279177,71000279171,71000279173,71000279175,1,1,1,1,1,1,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000279335,71000279351,16,71000279351,71000279359,71000279393,1,1,1,1,71000279347,71000279351,71000279353,71000279337,71000279339,71000279341,0,1,1,0,0,0,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000279502,71000279509,7,71000279509,71000279521,71000279551,1,1,1,1,71000279503,71000279507,71000279509,71000279503,71000279505,71000279507,0,0,1,0,0,0,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000280685,71000280691,6,71000280691,71000280697,71000280713,1,1,1,1,71000280691,71000280697,71000280707,71000280687,71000280689,71000280691,1,1,1,0,0,1,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000280985,71000280991,6,71000280991,71000281031,71000281097,1,1,1,1,71000280991,71000281003,71000281007,71000280987,71000280989,71000280991,1,1,1,0,0,1,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000281086,71000281097,11,71000281097,71000281139,71000281141,1,1,1,1,71000281087,71000281097,71000281103,71000281087,71000281089,71000281091,0,1,1,0,0,0,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000281145,71000281171,26,71000281171,71000281259,71000281279,1,1,1,1,71000281147,71000281151,71000281169,71000281147,71000281149,71000281151,0,0,0,0,0,0,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000281222,71000281259,37,71000281259,71000281279,71000281307,1,1,1,1,71000281223,71000281229,71000281237,71000281223,71000281225,71000281227,0,0,0,0,0,0,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000281325,71000281343,18,71000281343,71000281369,71000281409,1,1,1,1,71000281333,71000281337,71000281343,71000281327,71000281329,71000281331,0,0,1,0,0,0,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000281538,71000281579,41,71000281571,71000281579,71000281591,2,0,1,1,71000281543,71000281553,71000281571,71000281539,71000281541,71000281543,0,0,0,0,0,0,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000281577,71000281579,2,71000281579,71000281591,71000281603,1,1,1,1,71000281579,71000281589,71000281591,71000281579,71000281581,71000281583,1,1,1,1,1,1,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000282535,71000282539,4,71000282539,71000282557,71000282579,1,1,1,1,71000282537,71000282539,71000282543,71000282537,71000282539,71000282541,0,1,1,0,1,1,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000283330,71000283353,23,71000283353,71000283359,71000283373,1,1,1,1,71000283331,71000283337,71000283349,71000283331,71000283333,71000283335,0,0,0,0,0,0,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000283654,71000283659,5,71000283659,71000283691,71000283713,1,1,1,1,71000283659,71000283661,71000283667,71000283655,71000283657,71000283659,1,1,1,0,0,1,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000283667,71000283691,24,71000283691,71000283713,71000283721,1,1,1,1,71000283671,71000283677,71000283689,71000283669,71000283671,71000283673,0,0,0,0,0,0,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000283785,71000283791,6,71000283791,71000283853,71000283857,1,1,1,1,71000283787,71000283791,71000283793,71000283787,71000283789,71000283791,0,1,1,0,0,1,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000284418,71000284469,51,71000284469,71000284499,71000284519,1,1,1,1,71000284427,71000284429,71000284441,71000284419,71000284421,71000284423,0,0,0,0,0,0,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000284428,71000284469,41,71000284469,71000284499,71000284519,1,1,1,1,71000284429,71000284441,71000284451,71000284429,71000284431,71000284433,0,0,0,0,0,0,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000284551,71000284567,16,71000284567,71000284571,71000284601,1,1,1,1,71000284561,71000284567,71000284571,71000284553,71000284555,71000284557,0,1,1,0,0,0,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000284748,71000284753,5,71000284753,71000284799,71000284889,1,1,1,1,71000284753,71000284757,71000284759,71000284749,71000284751,71000284753,1,1,1,0,0,1,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000285075,71000285089,14,71000285089,71000285099,71000285107,1,1,1,1,71000285077,71000285087,71000285089,71000285077,71000285079,71000285081,0,0,1,0,0,0,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000285098,71000285099,1,71000285099,71000285107,71000285119,1,1,1,1,71000285099,71000285101,71000285107,71000285099,71000285101,71000285103,1,1,1,1,1,1,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000285219,71000285233,14,71000285233,71000285281,71000285297,1,1,1,1,71000285221,71000285227,71000285231,71000285221,71000285223,71000285225,0,0,0,0,0,0,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000285431,71000285449,18,71000285449,71000285453,71000285501,1,1,1,1,71000285437,71000285441,71000285449,71000285433,71000285435,71000285437,0,0,1,0,0,0,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000285776,71000285801,25,71000285801,71000285803,71000285819,1,1,1,1,71000285777,71000285779,71000285789,71000285777,71000285779,71000285781,0,0,0,0,0,0,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000285807,71000285819,12,71000285819,71000285833,71000285843,1,1,1,1,71000285809,71000285813,71000285819,71000285809,71000285811,71000285813,0,0,1,0,0,0,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000285971,71000285977,6,71000285977,71000285999,71000286023,1,1,1,1,71000285977,71000285981,71000285989,71000285973,71000285975,71000285977,1,1,1,0,0,1,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000286155,71000286187,32,71000286187,71000286223,71000286263,1,1,1,1,71000286163,71000286167,71000286169,71000286157,71000286159,71000286161,0,0,0,0,0,0,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000286258,71000286263,5,71000286263,71000286281,71000286299,1,1,1,1,71000286263,71000286271,71000286277,71000286259,71000286261,71000286263,1,1,1,0,0,1,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000286365,71000286391,26,71000286391,71000286397,71000286419,1,1,1,1,71000286367,71000286377,71000286389,71000286367,71000286369,71000286371,0,0,0,0,0,0,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000286374,71000286391,17,71000286391,71000286397,71000286419,1,1,1,1,71000286377,71000286389,71000286391,71000286375,71000286377,71000286379,0,0,1,0,0,0,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000286638,71000286647,9,71000286647,71000286649,71000286671,1,1,1,1,71000286641,71000286647,71000286649,71000286639,71000286641,71000286643,0,1,1,0,0,0,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000286903,71000286949,46,71000286949,71000286989,71000287003,1,1,1,1,71000286911,71000286913,71000286919,71000286905,71000286907,71000286909,0,0,0,0,0,0,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000287505,71000287507,2,71000287507,71000287537,71000287573,1,1,1,1,71000287507,71000287511,71000287513,71000287507,71000287509,71000287511,1,1,1,1,1,1,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000287511,71000287537,26,71000287537,71000287573,71000287637,1,1,1,1,71000287513,71000287531,71000287537,71000287513,71000287515,71000287517,0,0,1,0,0,0,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000287689,71000287793,104,71000287793,71000287801,71000287829,1,1,1,1,71000287691,71000287697,71000287703,71000287691,71000287693,71000287695,0,0,0,0,0,0,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000287848,71000287861,13,71000287861,71000287871,71000287879,1,1,1,1,71000287849,71000287859,71000287861,71000287849,71000287851,71000287853,0,0,1,0,0,0,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000288015,71000288077,62,71000288077,71000288083,71000288119,1,1,1,1,71000288017,71000288033,71000288039,71000288017,71000288019,71000288021,0,0,0,0,0,0,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000288440,71000288441,1,71000288441,71000288479,71000288507,1,1,1,1,71000288441,71000288459,71000288467,71000288441,71000288443,71000288445,1,1,1,1,1,1,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000288442,71000288479,37,71000288479,71000288507,71000288521,1,1,1,1,71000288459,71000288467,71000288473,71000288443,71000288445,71000288447,0,0,0,0,0,0,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000288448,71000288479,31,71000288479,71000288507,71000288521,1,1,1,1,71000288459,71000288467,71000288473,71000288449,71000288451,71000288453,0,0,0,0,0,0,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000288533,71000288581,48,71000288581,71000288591,71000288609,1,1,1,1,71000288539,71000288543,71000288549,71000288535,71000288537,71000288539,0,0,0,0,0,0,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000288876,71000288897,21,71000288897,71000288917,71000288921,1,1,1,1,71000288881,71000288893,71000288897,71000288877,71000288879,71000288881,0,0,1,0,0,0,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000288892,71000288897,5,71000288897,71000288917,71000288921,1,1,1,1,71000288893,71000288897,71000288899,71000288893,71000288895,71000288897,0,1,1,0,0,1,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000288993,71000288999,6,71000288999,71000289037,71000289049,1,1,1,1,71000288999,71000289007,71000289011,71000288995,71000288997,71000288999,1,1,1,0,0,1,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000289206,71000289209,3,71000289209,71000289221,71000289223,1,1,1,1,71000289209,71000289211,71000289221,71000289207,71000289209,71000289211,1,1,1,0,1,1,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000289653,71000289683,30,71000289683,71000289697,71000289709,1,1,1,1,71000289667,71000289671,71000289673,71000289655,71000289657,71000289659,0,0,0,0,0,0,3.5,17045,15010,1.0000295336164438,0.9999704663835562
middle,71000290055,71000290061,6,71000290061,71000290093,71000290103,1,1,1,1,71000290057,71000290061,71000290063,71000290057,71000290059,71000290061,0,1,1,0,0,1,3.5,17045,15010,1.0000295336164438,0.9999704663835562
